latitude,longitude
38.900354318482684,-77.33896290011508
38.839154757511075,-77.31323540939161
38.866349182316505,-77.45258750757017
38.79110866652539,-77.46415814934115
38.776671947260645,-77.28366386984632
38.82088361555435,-77.37103481782161
38.82515010636218,-77.43943550101737
38.73654731157281,-77.2114151680658
38.82487684351374,-77.53149189555245
38.759794593759835,-77.24925953220921
38.8710030493607,-77.48820720444796
38.78508793652154,-77.4861741983
38.822786205429075,-77.21757259558855
38.80573965521333,-77.29240731484028
38.691203860264494,-77.21913298921244
38.9074753040613,-77.26786807774546
38.98467519280664,-77.33809801796454
38.74294380819907,-77.27750216146596
39.000890853885544,-77.25778388326566
38.84000238742014,-77.29905324281519
38.84384422785188,-77.3129650533325
38.86707502477103,-77.50137817374122
38.81494152459357,-77.29859438983375
38.978060984686564,-77.17766776135852
38.75288373051915,-77.18270899635348
38.68149877457156,-77.37232879364991
38.841158195915575,-77.42331110431616
38.83473591342599,-77.31124576064543
38.80329665848685,-77.13718507277642
38.847929766028976,-77.32995571452012
38.86550504419596,-77.3426136820927
38.82941765962071,-77.1698444891751
38.99927614998115,-77.28814786444278
38.84681457936465,-77.52175684415211
38.846358294590935,-77.30177384812161
38.81117896576825,-77.26041559800565
38.92175249052972,-77.26808576986555
38.850999455924885,-77.29483857338045
38.8853517843252,-77.34572937462731
38.9362691350761,-77.36713876185881
38.84827398911303,-77.48337894630784
39.00446198461417,-77.24178630340639
38.83199425089723,-77.3968308261511
38.805288559413505,-77.29233505070403
38.91079593450072,-77.18996121677628
38.86871957876519,-77.12370054492384
38.72606977336181,-77.2801142119038
38.760451337555054,-77.47920490301955
38.809117855698595,-77.42281778044493
38.90569985053371,-77.31546809136343
38.791476165143095,-77.21381687789078
38.8226274444837,-77.38606935820782
38.90311362379946,-77.2158387825413
38.892345050529734,-77.50043202516457
38.87192521393026,-77.2325733889695
38.841358878825076,-77.3096837479784
38.85819136862239,-77.32959849014676
38.91678984374622,-77.35084723486884
38.93886567619369,-77.40188881947212
38.84594049188435,-77.18228005633863
38.846024901667555,-77.21176139080436
38.88268567893219,-77.28372615654833
38.68245868548027,-77.33844506235548
38.83979745340811,-77.31241144941554
38.81611789875745,-77.38865538133473
38.84895528726235,-77.32613775255865
38.86428586906358,-77.13505766885652
38.85142854396157,-77.10753439395914
38.957071167893965,-77.27672012999604
38.7843051885654,-77.11964161335861
38.93015803326763,-77.47097316423267
38.80310717708126,-77.24215332201587
38.87554388063159,-77.27728162663907
38.84559310491656,-77.31700226988393
38.75240650212633,-77.30549914156737
38.9959594093675,-77.40720374169496
39.00800498716746,-77.29543831502122
38.90590372705675,-77.42255721460981
38.98635139225742,-77.23012137166815
38.792442501930665,-77.16267094004141
38.937894496488205,-77.41469455089295
38.79842165706878,-77.36776157841192
38.80296534024766,-77.375653598754
38.80099451766376,-77.46849144534336
38.82475135671532,-77.17329537919304
38.980452716398666,-77.32307293258853
38.89188604389796,-77.23671169057634
38.96292361768602,-77.4001110632071
38.85162646771762,-77.37376600895135
38.72104762341211,-77.19597438730234
38.85769682290596,-77.31362824502894
38.79305176928952,-77.44563451710533
38.95309543256615,-77.22627855735433
38.7758425324082,-77.26368946384848
38.83907154706844,-77.29629284941262
38.89575360782514,-77.28304693850097
38.7899344975067,-77.44847148236872
38.82022026328358,-77.41976776520843
38.748661435204134,-77.47144451806258
38.850138227052625,-77.30519309596257
38.73216184776321,-77.36804075600944
38.8007430703989,-77.457706656264
38.84486147459487,-77.32211707912286
38.76848901343074,-77.43719096047046
38.98743640129493,-77.32401302359597
38.84231869147668,-77.3028565103306
38.897195582960634,-77.1667976001445
38.864952873818346,-77.34573105828227
38.84188604439621,-77.30987237765288
38.82378179921477,-77.35330046441665
38.69425590564211,-77.39853044227272
38.83724766208685,-77.30693155633816
38.91692757217044,-77.20530939709093
38.84364404204098,-77.28575178785088
38.832446256133295,-77.34345675785504
38.82145452553891,-77.35290639463834
38.874461351905595,-77.26597893449232
38.802556835831425,-77.3126710387756
38.91041325339471,-77.39612500478381
38.80953773612456,-77.47054737356265
38.92726915980436,-77.31106418965875
38.878577042666585,-77.10878539351013
38.75415172320137,-77.34727208621062
38.7763181749082,-77.46998083226431
38.8593045792705,-77.1816636880126
38.96889829201908,-77.3412594273137
38.85069241280938,-77.3505045034553
38.83860869803871,-77.2790388832065
38.954609033610545,-77.42656761487811
38.875958180366,-77.33587522529983
38.98863837667396,-77.21429545611893
38.91018230773396,-77.19481790385099
38.8633371955858,-77.31422845647626
38.68560694057681,-77.31644977567623
38.98283992853664,-77.3450853653085
38.95532602659277,-77.32527489792005
38.85763828249827,-77.30190369992079
39.00388215507066,-77.2721588484746
38.82356707761296,-77.12717260802337
38.789638944733916,-77.17300951106222
38.9403479298422,-77.24439056499132
38.881353060988964,-77.31260524250158
38.97514626783327,-77.31840225133989
38.685180543953805,-77.36879552695049
38.847476489622856,-77.41380292555085
38.72609598818557,-77.37741585352143
38.94095176448949,-77.46887563403128
38.82280865659837,-77.15220906815341
38.83190742096055,-77.30501474889184
38.766356189313086,-77.35933357789794
38.83410192293816,-77.29031508587909
38.85980202452107,-77.36362961985415
38.805599946278406,-77.38654433078932
38.8682930450534,-77.2582265182229
38.80541772186167,-77.28832885925495
38.75653090249726,-77.36066022732919
38.908485282844765,-77.43795902227734
38.88551603103597,-77.34504446406011
38.79181184561767,-77.42067467476024
38.845058037532915,-77.36402262887911
